INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I152107190,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,Y,12/29/15 8:47,2015,12,Tuesday,8,Part One,WILMORE ST,42.2779637,-71.09246318,"(42.27796370, -71.09246318)"
I152107190,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,427,Y,12/29/15 8:47,2015,12,Tuesday,8,Part Two,WILMORE ST,42.2779637,-71.09246318,"(42.27796370, -71.09246318)"
I152107190,3125,Warrant Arrests,WARRANT ARREST,B3,427,Y,12/29/15 8:47,2015,12,Tuesday,8,Part Three,WILMORE ST,42.2779637,-71.09246318,"(42.27796370, -71.09246318)"
I152106846,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,481,Y,12/27/15 20:22,2015,12,Sunday,20,Part One,ROSEWOOD ST,42.2676132,-71.09848676,"(42.26761320, -71.09848676)"
I152106597,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,497,Y,12/26/15 21:17,2015,12,Saturday,21,Part One,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I152106575,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,900,Y,12/26/15 20:33,2015,12,Saturday,20,Part One,BUNKER HILL ST,42.37847466,-71.06111453,"(42.37847466, -71.06111453)"
I152106565,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,944,Y,12/26/15 19:27,2015,12,Saturday,19,Part One,STRATTON ST,42.28881222,-71.08513152,"(42.28881222, -71.08513152)"
I152106351,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,298,Y,12/25/15 17:27,2015,12,Friday,17,Part One,CIRCUIT ST,42.32365518,-71.0851821,"(42.32365518, -71.08518210)"
I152105891,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,156,Y,12/23/15 18:19,2015,12,Wednesday,18,Part One,MASSACHUSETTS AVE,42.33903373,-71.07997273,"(42.33903373, -71.07997273)"
I152105851,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,302,Y,12/23/15 15:39,2015,12,Wednesday,15,Part One,CENTRE ST,42.32283759,-71.10096723,"(42.32283759, -71.10096723)"
I152105346,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,297,Y,12/21/15 21:46,2015,12,Monday,21,Part One,SHERMAN ST,42.32127341,-71.08287531,"(42.32127341, -71.08287531)"
I152105038,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,583,Y,12/20/15 21:41,2015,12,Sunday,21,Part One,ROUND HILL ST,42.32469169,-71.10618924,"(42.32469169, -71.10618924)"
I152104401,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,911,Y,12/18/15 16:00,2015,12,Friday,16,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I152104401,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,911,Y,12/18/15 16:00,2015,12,Friday,16,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I152104401,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,911,Y,12/18/15 16:00,2015,12,Friday,16,Part Two,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I152104401,1504,Other,WEAPON - OTHER - OTHER VIOLATION,B2,911,Y,12/18/15 16:00,2015,12,Friday,16,Part Two,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I152104401,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,911,Y,12/18/15 16:00,2015,12,Friday,16,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I152104401,3125,Warrant Arrests,WARRANT ARREST,B2,911,Y,12/18/15 16:00,2015,12,Friday,16,Part Three,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I152103905,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,12/17/15 2:12,2015,12,Thursday,2,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I152103899,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,911,Y,12/17/15 0:45,2015,12,Thursday,0,Part One,PRENTISS ST,42.33380529,-71.09377598,"(42.33380529, -71.09377598)"
I152103866,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,271,Y,12/16/15 21:54,2015,12,Wednesday,21,Part One,WASHINGTON ST,42.3353741,-71.0783156,"(42.33537410, -71.07831560)"
I152103866,3114,Investigate Property,INVESTIGATE PROPERTY,D4,271,Y,12/16/15 21:54,2015,12,Wednesday,21,Part Three,WASHINGTON ST,42.3353741,-71.0783156,"(42.33537410, -71.07831560)"
I152103817,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,435,Y,12/16/15 17:59,2015,12,Wednesday,17,Part One,MOODY ST,42.28696997,-71.07210789,"(42.28696997, -71.07210789)"
I152103493,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,460,Y,12/15/15 16:32,2015,12,Tuesday,16,Part One,MORSE ST,42.30422029,-71.07840374,"(42.30422029, -71.07840374)"
I152103493,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,460,Y,12/15/15 16:32,2015,12,Tuesday,16,Part Two,MORSE ST,42.30422029,-71.07840374,"(42.30422029, -71.07840374)"
I152103255,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,261,Y,12/14/15 20:00,2015,12,Monday,20,Part One,DUDLEY ST,42.32104169,-71.07215291,"(42.32104169, -71.07215291)"
I152102506,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,Y,12/12/15 2:10,2015,12,Saturday,2,Part One,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I152102506,3130,Search Warrants,SEARCH WARRANT,B3,427,Y,12/12/15 2:10,2015,12,Saturday,2,Part Three,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I152101840,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,437,Y,12/9/15 20:19,2015,12,Wednesday,20,Part One,SOUTHERN AVE,42.28965721,-71.07728118,"(42.28965721, -71.07728118)"
I152101582,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,794,Y,12/9/15 2:45,2015,12,Wednesday,2,Part Three,HARVARD AVE,42.35204779,-71.13180684,"(42.35204779, -71.13180684)"
I152100622,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,286,Y,12/5/15 23:10,2015,12,Saturday,23,Part One,KERR WAY,42.33358389,-71.08554259,"(42.33358389, -71.08554259)"
I152100585,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C6,914,Y,12/5/15 20:32,2015,12,Saturday,20,Part One,OLD COLONY AVE,42.32557398,-71.0524813,"(42.32557398, -71.05248130)"
I152100461,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,329,Y,12/5/15 12:54,2015,12,Saturday,12,Part One,COLUMBIA RD,42.30733393,-71.0763704,"(42.30733393, -71.07637040)"
I152098897,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,289,Y,11/30/15 12:19,2015,11,Monday,12,Part One,MALCOLM X BLVD,42.33087008,-71.08909494,"(42.33087008, -71.08909494)"
I152098729,301,Robbery,ROBBERY - STREET,D4,171,Y,11/29/15 14:45,2015,11,Sunday,14,Part One,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
I152098594,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,612,Y,11/28/15 21:40,2015,11,Saturday,21,Part One,,,,"(0.00000000, 0.00000000)"
I152097957,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",D4,624,Y,11/26/15 2:00,2015,11,Thursday,2,Part One,YAWKEY WAY,42.34583312,-71.09845531,"(42.34583312, -71.09845531)"
I152097957,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,D4,624,Y,11/26/15 2:00,2015,11,Thursday,2,Part Three,YAWKEY WAY,42.34583312,-71.09845531,"(42.34583312, -71.09845531)"
I152097957,3125,Warrant Arrests,WARRANT ARREST,D4,624,Y,11/26/15 2:00,2015,11,Thursday,2,Part Three,YAWKEY WAY,42.34583312,-71.09845531,"(42.34583312, -71.09845531)"
I152097955,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,796,Y,11/26/15 1:55,2015,11,Thursday,1,Part One,BRIGHTON AVE,42.35283155,-71.13114273,"(42.35283155, -71.13114273)"
I152097955,3114,Investigate Property,INVESTIGATE PROPERTY,D14,796,Y,11/26/15 1:55,2015,11,Thursday,1,Part Three,BRIGHTON AVE,42.35283155,-71.13114273,"(42.35283155, -71.13114273)"
I152097955,3125,Warrant Arrests,WARRANT ARREST,D14,796,Y,11/26/15 1:55,2015,11,Thursday,1,Part Three,BRIGHTON AVE,42.35283155,-71.13114273,"(42.35283155, -71.13114273)"
I152096809,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,, ,Y,11/21/15 22:01,2015,11,Saturday,22,Part One,CUMMINS,-1,-1,"(-1.00000000, -1.00000000)"
I152096809,423,Aggravated Assault,ASSAULT - AGGRAVATED,, ,Y,11/21/15 22:01,2015,11,Saturday,22,Part One,CUMMINS,-1,-1,"(-1.00000000, -1.00000000)"
I152096420,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,578,Y,11/20/15 17:58,2015,11,Friday,17,Part One,CENTRE ST,42.32246336,-71.10757917,"(42.32246336, -71.10757917)"
I152096420,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E13,578,Y,11/20/15 17:58,2015,11,Friday,17,Part One,CENTRE ST,42.32246336,-71.10757917,"(42.32246336, -71.10757917)"
I152094689,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,355,Y,11/14/15 16:54,2015,11,Saturday,16,Part One,DIX ST,42.2952182,-71.06068709,"(42.29521820, -71.06068709)"
I152094666,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,355,Y,11/14/15 16:54,2015,11,Saturday,16,Part One,DIX ST,42.2952182,-71.06068709,"(42.29521820, -71.06068709)"
I152094639,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,460,Y,11/14/15 15:09,2015,11,Saturday,15,Part One,WASHINGTON ST,42.30422176,-71.07918459,"(42.30422176, -71.07918459)"
I152092670,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,324,Y,11/8/15 0:00,2015,11,Sunday,0,Part One,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I152092670,1845,Drug Violation,DRUGS - POSS CLASS D,B2,324,Y,11/8/15 0:00,2015,11,Sunday,0,Part Two,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I152092670,3125,Warrant Arrests,WARRANT ARREST,B2,324,Y,11/8/15 0:00,2015,11,Sunday,0,Part Three,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I152091104,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,366,Y,11/3/15 0:15,2015,11,Tuesday,0,Part One,SHEPTON ST,42.28995318,-71.06076101,"(42.28995318, -71.06076101)"
I152090710,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,944,Y,11/1/15 16:09,2015,11,Sunday,16,Part One,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)"
I152090355,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,451,Y,10/31/15 17:21,2015,10,Saturday,17,Part One,WASHINGTON ST,42.29526287,-71.07207439,"(42.29526287, -71.07207439)"
I152090355,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,451,Y,10/31/15 17:21,2015,10,Saturday,17,Part Two,WASHINGTON ST,42.29526287,-71.07207439,"(42.29526287, -71.07207439)"
I152089426,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,909,Y,10/28/15 15:04,2015,10,Wednesday,15,Part One,TREMONT ST,42.3346705,-71.088934,"(42.33467050, -71.08893400)"
I152089426,3130,Search Warrants,SEARCH WARRANT,B2,909,Y,10/28/15 15:04,2015,10,Wednesday,15,Part Three,TREMONT ST,42.3346705,-71.088934,"(42.33467050, -71.08893400)"
I152088337,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E18,493,Y,10/24/15 12:41,2015,10,Saturday,12,Part One,WOOD AVE,42.2656321,-71.11051694,"(42.26563210, -71.11051694)"
I152087906,3125,Warrant Arrests,WARRANT ARREST,D14,807,Y,10/22/15 23:45,2015,10,Thursday,23,Part Three,TELFORD ST,42.36227866,-71.13742722,"(42.36227866, -71.13742722)"
I152087906,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",D14,807,Y,10/22/15 23:45,2015,10,Thursday,23,Part One,TELFORD ST,42.36227866,-71.13742722,"(42.36227866, -71.13742722)"
I152087906,3130,Search Warrants,SEARCH WARRANT,D14,807,Y,10/22/15 23:45,2015,10,Thursday,23,Part Three,TELFORD ST,42.36227866,-71.13742722,"(42.36227866, -71.13742722)"
I152086458,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,281,Y,10/17/15 23:53,2015,10,Saturday,23,Part One,MOUNT PLEASANT AVE,42.32734041,-71.07945869,"(42.32734041, -71.07945869)"
I152085872,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,903,Y,10/15/15 23:13,2015,10,Thursday,23,Part One,SHAWMUT AVE,42.33543394,-71.08076738,"(42.33543394, -71.08076738)"
I152085312,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E5,550,Y,10/14/15 2:19,2015,10,Wednesday,2,Part One,WASHINGTON ST,42.27625767,-71.13939536,"(42.27625767, -71.13939536)"
I152085312,423,Aggravated Assault,ASSAULT - AGGRAVATED,E5,550,Y,10/14/15 2:19,2015,10,Wednesday,2,Part One,WASHINGTON ST,42.27625767,-71.13939536,"(42.27625767, -71.13939536)"
I152085312,1510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,E5,550,Y,10/14/15 2:19,2015,10,Wednesday,2,Part Two,WASHINGTON ST,42.27625767,-71.13939536,"(42.27625767, -71.13939536)"
I152082012,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,944,Y,10/2/15 18:12,2015,10,Friday,18,Part One,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)"
I152082012,3125,Warrant Arrests,WARRANT ARREST,B3,944,Y,10/2/15 18:12,2015,10,Friday,18,Part Three,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)"
I152081498,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,907,Y,9/30/15 22:11,2015,9,Wednesday,22,Part One,BORDER ST,42.3714106,-71.04245069,"(42.37141060, -71.04245069)"
I152081264,3130,Search Warrants,SEARCH WARRANT,E18,493,Y,9/30/15 4:05,2015,9,Wednesday,4,Part Three,HUNTINGTON AVE,42.26169686,-71.11387342,"(42.26169686, -71.11387342)"
I152081264,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E18,493,Y,9/30/15 4:05,2015,9,Wednesday,4,Part One,HUNTINGTON AVE,42.26169686,-71.11387342,"(42.26169686, -71.11387342)"
I152080898,1402,Vandalism,VANDALISM,B2,182,Y,9/28/15 20:35,2015,9,Monday,20,Part Two,ALBION ST,42.3220384,-71.07140396,"(42.32203840, -71.07140396)"
I152080898,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,182,Y,9/28/15 20:35,2015,9,Monday,20,Part One,ALBION ST,42.3220384,-71.07140396,"(42.32203840, -71.07140396)"
I152080693,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,9/28/15 4:49,2015,9,Monday,4,Part One,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I152080693,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,332,Y,9/28/15 4:49,2015,9,Monday,4,Part Two,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I152080107,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,342,Y,9/26/15 1:11,2015,9,Saturday,1,Part One,TOPLIFF ST,42.30336787,-71.06827221,"(42.30336787, -71.06827221)"
I152080107,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,342,Y,9/26/15 1:11,2015,9,Saturday,1,Part Two,TOPLIFF ST,42.30336787,-71.06827221,"(42.30336787, -71.06827221)"
I152079776,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,521,Y,9/25/15 1:44,2015,9,Friday,1,Part One,MAPLE ST,42.2544451,-71.12242761,"(42.25444510, -71.12242761)"
I152079378,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,328,Y,9/23/15 20:40,2015,9,Wednesday,20,Part One,INTERVALE ST,42.31049939,-71.07733579,"(42.31049939, -71.07733579)"
I152078988,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,618,Y,9/22/15 16:32,2015,9,Tuesday,16,Part One,HUNTINGTON AVE,42.34091586,-71.08771531,"(42.34091586, -71.08771531)"
I152077031,2660,Other,OTHER OFFENSE,B2,593,Y,9/16/15 18:55,2015,9,Wednesday,18,Part Two,CALUMET ST,42.33421,-71.104919,"(42.33421000, -71.10491900)"
I152077031,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,593,Y,9/16/15 18:55,2015,9,Wednesday,18,Part One,CALUMET ST,42.33421,-71.104919,"(42.33421000, -71.10491900)"
I152077031,3125,Warrant Arrests,WARRANT ARREST,B2,593,Y,9/16/15 18:55,2015,9,Wednesday,18,Part Three,CALUMET ST,42.33421,-71.104919,"(42.33421000, -71.10491900)"
I152075954,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E5,560,Y,9/12/15 22:27,2015,9,Saturday,22,Part One,KITTREDGE ST,42.28474254,-71.12953347,"(42.28474254, -71.12953347)"
I152075954,1874,Drug Violation,DRUGS - OTHER,E5,560,Y,9/12/15 22:27,2015,9,Saturday,22,Part Two,KITTREDGE ST,42.28474254,-71.12953347,"(42.28474254, -71.12953347)"
I152075954,3207,Property Found,PROPERTY - FOUND,E5,560,Y,9/12/15 22:27,2015,9,Saturday,22,Part Three,KITTREDGE ST,42.28474254,-71.12953347,"(42.28474254, -71.12953347)"
I152075106,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,312,Y,9/10/15 4:38,2015,9,Thursday,4,Part One,HOLWORTHY ST,42.31632131,-71.0892305,"(42.31632131, -71.08923050)"
I152075106,3130,Search Warrants,SEARCH WARRANT,B2,312,Y,9/10/15 4:38,2015,9,Thursday,4,Part Three,HOLWORTHY ST,42.31632131,-71.0892305,"(42.31632131, -71.08923050)"
I152073942,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,624,Y,9/6/15 1:54,2015,9,Sunday,1,Part One,BROOKLINE AVE,42.34680574,-71.09893987,"(42.34680574, -71.09893987)"
I152073939,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,181,Y,9/6/15 1:14,2015,9,Sunday,1,Part One,DUDLEY ST,42.32435506,-71.07440305,"(42.32435506, -71.07440305)"
I152071601,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,125,Y,8/29/15 2:00,2015,8,Saturday,2,Part Two,STUART ST,42.35064439,-71.06811584,"(42.35064439, -71.06811584)"
I152071596,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,326,Y,8/29/15 2:42,2015,8,Saturday,2,Part Two,CRESTON ST,42.31195475,-71.07871912,"(42.31195475, -71.07871912)"
I152071596,3001,Medical Assistance,DEATH INVESTIGATION,B2,326,Y,8/29/15 2:42,2015,8,Saturday,2,Part Three,CRESTON ST,42.31195475,-71.07871912,"(42.31195475, -71.07871912)"
I152071596,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,B2,326,Y,8/29/15 2:42,2015,8,Saturday,2,Part Three,CRESTON ST,42.31195475,-71.07871912,"(42.31195475, -71.07871912)"
I152071596,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,326,Y,8/29/15 2:42,2015,8,Saturday,2,Part One,CRESTON ST,42.31195475,-71.07871912,"(42.31195475, -71.07871912)"
I152071596,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,326,Y,8/29/15 2:42,2015,8,Saturday,2,Part One,CRESTON ST,42.31195475,-71.07871912,"(42.31195475, -71.07871912)"
I152071585,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,465,Y,8/31/15 0:12,2015,8,Monday,0,Part Two,,,,"(0.00000000, 0.00000000)"
I152071585,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,465,Y,8/31/15 0:12,2015,8,Monday,0,Part One,,,,"(0.00000000, 0.00000000)"
I152070281,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,340,Y,8/24/15 21:55,2015,8,Monday,21,Part One,HAMILTON ST,42.30500848,-71.06606441,"(42.30500848, -71.06606441)"
I152070024,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,280,Y,8/24/15 0:57,2015,8,Monday,0,Part One,DUDLEY ST,42.32863172,-71.08309899,"(42.32863172, -71.08309899)"
I152069800,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,462,Y,8/23/15 1:44,2015,8,Sunday,1,Part One,ROSSETER ST,42.30270433,-71.0734249,"(42.30270433, -71.07342490)"
I152068856,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,303,Y,8/20/15 1:10,2015,8,Thursday,1,Part One,ERNST ST,42.31832089,-71.0993481,"(42.31832089, -71.09934810)"
I152068848,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E5,722,Y,8/19/15 21:30,2015,8,Wednesday,21,Part One,BAKER ST,42.27579337,-71.167152,"(42.27579337, -71.16715200)"
I152068848,423,Aggravated Assault,ASSAULT - AGGRAVATED,E5,722,Y,8/19/15 21:30,2015,8,Wednesday,21,Part One,BAKER ST,42.27579337,-71.167152,"(42.27579337, -71.16715200)"
I152068848,3125,Warrant Arrests,WARRANT ARREST,E5,722,Y,8/19/15 21:30,2015,8,Wednesday,21,Part Three,BAKER ST,42.27579337,-71.167152,"(42.27579337, -71.16715200)"
I152068253,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,184,Y,8/17/15 23:59,2015,8,Monday,23,Part One,GROOM ST,42.32019753,-71.06641761,"(42.32019753, -71.06641761)"
I152068253,3114,Investigate Property,INVESTIGATE PROPERTY,B2,184,Y,8/17/15 23:59,2015,8,Monday,23,Part Three,GROOM ST,42.32019753,-71.06641761,"(42.32019753, -71.06641761)"
I152067782,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C6,914,Y,8/16/15 11:58,2015,8,Sunday,11,Part One,MONSIGNOR DENNIS F O'CALL,42.32583998,-71.05463516,"(42.32583998, -71.05463516)"
I152067431,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,906,Y,8/15/15 0:30,2015,8,Saturday,0,Part One,WALDEN ST,42.32561013,-71.10449956,"(42.32561013, -71.10449956)"
I152067431,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,E13,906,Y,8/15/15 0:30,2015,8,Saturday,0,Part Two,WALDEN ST,42.32561013,-71.10449956,"(42.32561013, -71.10449956)"
I152067405,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,337,Y,8/14/15 21:43,2015,8,Friday,21,Part One,EVERTON ST,42.30481467,-71.07218295,"(42.30481467, -71.07218295)"
I152067124,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,8/14/15 1:51,2015,8,Friday,1,Part One,HANCOCK ST,42.31319382,-71.06500833,"(42.31319382, -71.06500833)"
I152067039,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,336,Y,8/13/15 16:36,2015,8,Thursday,16,Part One,NORTON ST,42.30626521,-71.06864556,"(42.30626521, -71.06864556)"
I152067039,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",C11,336,Y,8/13/15 16:36,2015,8,Thursday,16,Part Two,NORTON ST,42.30626521,-71.06864556,"(42.30626521, -71.06864556)"
I152067039,3125,Warrant Arrests,WARRANT ARREST,C11,336,Y,8/13/15 16:36,2015,8,Thursday,16,Part Three,NORTON ST,42.30626521,-71.06864556,"(42.30626521, -71.06864556)"
I152066849,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,303,Y,8/13/15 1:04,2015,8,Thursday,1,Part Three,BRAGDON ST,42.31888243,-71.09929423,"(42.31888243, -71.09929423)"
I152066828,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E13,303,Y,8/12/15 22:14,2015,8,Wednesday,22,Part One,ERNST ST,42.31832089,-71.0993481,"(42.31832089, -71.09934810)"
I152066827,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,428,Y,8/12/15 22:18,2015,8,Wednesday,22,Part One,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)"
I152066827,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,428,Y,8/12/15 22:18,2015,8,Wednesday,22,Part One,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)"
I152065731,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,909,Y,8/9/15 1:04,2015,8,Sunday,1,Part One,CABOT ST,42.33297865,-71.08795759,"(42.33297865, -71.08795759)"
I152065478,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,911,Y,8/8/15 2:15,2015,8,Saturday,2,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I152065459,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,Y,8/7/15 23:56,2015,8,Friday,23,Part One,BLUE HILL AVE,42.28048456,-71.09256731,"(42.28048456, -71.09256731)"
I152064063,1845,Drug Violation,DRUGS - POSS CLASS D,B2,304,Y,8/3/15 12:43,2015,8,Monday,12,Part Two,ACADEMY TER,42.32082221,-71.09731506,"(42.32082221, -71.09731506)"
I152064063,3125,Warrant Arrests,WARRANT ARREST,B2,304,Y,8/3/15 12:43,2015,8,Monday,12,Part Three,ACADEMY TER,42.32082221,-71.09731506,"(42.32082221, -71.09731506)"
I152064063,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,304,Y,8/3/15 12:43,2015,8,Monday,12,Part One,ACADEMY TER,42.32082221,-71.09731506,"(42.32082221, -71.09731506)"
I152063927,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,906,Y,8/2/15 23:42,2015,8,Sunday,23,Part One,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
